iter	RMSE
450	0.0724112425
451	0.07228216169
452	0.0721119965
453	0.07198627157
454	0.07191746579
455	0.07175786652
456	0.07165352875
457	0.07139387865
458	0.07137051568
459	0.07124909837
460	0.07118168735
461	0.07108511917
462	0.07099982992
463	0.07082411454
464	0.07078734434
465	0.07072840612
466	0.07063022687
467	0.07049614042
468	0.07039335806
469	0.07032816675
470	0.0702435141
471	0.07014591659
472	0.0700673144
473	0.07001841792
474	0.06986548433
475	0.06977827555
476	0.06970770891
477	0.06956725119
478	0.06948149962
479	0.0694248573
480	0.06932626359
481	0.06914769115
482	0.0690058212
483	0.06892033321
484	0.06887009911
485	0.06865255538
486	0.06854425089
487	0.0683887168
488	0.06833575227
489	0.0682080692
490	0.06813575401
491	0.06806732142
492	0.06798860174
493	0.0678642948
494	0.06775251808
495	0.06761808695
496	0.06752919169
497	0.06744614466
498	0.06735640321
499	0.06728475213
500	0.06707730898
501	0.06691592736
502	0.06680098165
503	0.06672266459
504	0.06663150914
505	0.06656138803
506	0.06647489493
507	0.06645462426
508	0.06636474461
509	0.0662966588
510	0.0661046988
511	0.06590292651
512	0.0658304132
513	0.06574741341
514	0.06569598913
515	0.06560735932
516	0.0655205681
517	0.06545585005
518	0.0653836013
519	0.06526467446
520	0.06507901629
521	0.0650038422
522	0.06486591486
523	0.06484592197
524	0.06471386997
525	0.06463089768
526	0.06453636372
527	0.06445876196
528	0.06429673734
529	0.06421514034
530	0.06408784918
531	0.06396446449
532	0.06384164086
533	0.06373314997
534	0.0636412918
535	0.06358321282
536	0.06348188587
537	0.0633818221
538	0.06332413229
539	0.06324934138
540	0.06313802912
541	0.06310268881
542	0.06301729628
543	0.06290981338
544	0.06274166487
545	0.06260282879
546	0.06255602521
547	0.0624943593
548	0.06241590509
549	0.06227641452
550	0.06219138067
551	0.06206227715
552	0.06197427576
553	0.0618600931
554	0.06178248406
555	0.06169254578
556	0.06165264724
557	0.06154519216
558	0.061533272
559	0.06151398132
560	0.06141092895
561	0.06131504375
562	0.06130415952
563	0.06124080712
564	0.06119218671
565	0.06109978159
566	0.06101734099
567	0.06095061502
568	0.06084944836
569	0.06076821372
570	0.06071205418
571	0.06060539135
572	0.06048305035
573	0.06042568613
574	0.06037093082
575	0.06023574028
576	0.06007090673
577	0.06005870713
578	0.06002058555
579	0.05999799449
580	0.05986635702
581	0.05977944191
582	0.05976438795
583	0.05968602069
584	0.05957198357
585	0.05944476997
586	0.05931709206
587	0.05923979386
588	0.05915363288
589	0.05902348536
590	0.05901746121
591	0.05885662065
592	0.05883473771
593	0.05869755595
594	0.05862425853
595	0.05860144187
596	0.05855985883
597	0.05838204667
598	0.05833133443
599	0.05822279904
600	0.05817606198
601	0.05815130553
602	0.05798929683
603	0.05793192038
604	0.05780450801
605	0.0576956413
606	0.05755944344
607	0.05744898199
608	0.05739594078
609	0.05734484337
610	0.05724854272
611	0.05719929259
612	0.05715491811
613	0.05706283294
614	0.05701338565
615	0.05692492501
616	0.05690231408
617	0.05685359723
618	0.05678384247
619	0.05669855302
620	0.05668597061
621	0.05658932207
622	0.0565255868
623	0.05642680974
624	0.05632671046
625	0.05616350863
626	0.05607906814
627	0.05598293999
628	0.05591823851
629	0.05586914228
630	0.05583995833
631	0.05577288502
632	0.0557053292
633	0.05564244404
634	0.05552245013
635	0.05547997262
636	0.05533775783
637	0.05531227189
638	0.05522016466
639	0.05514460105
640	0.05506817688
641	0.0549788406
642	0.05488923462
643	0.0548447087
644	0.05476515461
645	0.054653514
646	0.05462126154
647	0.05451656805
648	0.05440629851
649	0.05431126683
650	0.05420241885
651	0.05414364034
652	0.05406125705
653	0.05396561133
654	0.05391993908
655	0.05381538368
656	0.05376272594
657	0.05368567238
658	0.05363943219
659	0.05356599095
660	0.05354172967
661	0.05351691637
662	0.05348547234
663	0.05346165199
664	0.05333988917
665	0.05323616736
666	0.05315170136
667	0.05298427862
668	0.05289673205
669	0.05282552554
670	0.05275573053
671	0.05272927777
672	0.05272264346
673	0.05266195732
674	0.05255377821
675	0.05252896082
676	0.05247419265
677	0.05236996628
678	0.05233009054
679	0.05226320946
680	0.05219860537
681	0.05217631091
682	0.05207976619
683	0.05203196497
684	0.05194005173
685	0.05188700618
686	0.05183391191
687	0.05180554497
688	0.05171556756
689	0.05166952417
690	0.0516380967
691	0.05159456507
692	0.05148300896
693	0.05143891164
694	0.051416446
695	0.05137974602
696	0.05135931371
697	0.05129125406
698	0.0511596363
699	0.05110259549
700	0.05098534807
701	0.0509235205
702	0.05089332674
703	0.05085820459
704	0.05076642716
705	0.05064404731
706	0.05058376512
707	0.05052194032
708	0.05050117642
709	0.05043114118
710	0.05041013119
711	0.05032470825
712	0.05027831
713	0.05024370866
714	0.05016607515
715	0.05014436052
716	0.0501091656
717	0.05005931322
718	0.05001076149
719	0.04996589868
720	0.04994035432
721	0.04990744639
722	0.04982495428
723	0.04971590136
724	0.04966155702
725	0.04960866718
726	0.04952890355
727	0.04945105279
728	0.04941708111
729	0.04937164737
730	0.04933908236
731	0.04932858284
732	0.04922046974
733	0.04912853386
734	0.04902530523
735	0.0489885354
736	0.04890853118
737	0.04883883167
738	0.04877991553
739	0.04867446934
740	0.04864245572
741	0.04859937264
742	0.0485447445
743	0.04846977183
744	0.04837041886
745	0.04835827955
746	0.04828092059
747	0.04813209667
748	0.04802867738
749	0.04795739211
750	0.04786399816
751	0.04780728533
752	0.04775590629
753	0.04771067793
754	0.04764662344
755	0.04762362405
756	0.04757692049
757	0.04751684219
758	0.0474557527
759	0.04738642205
760	0.04734762148
761	0.04727371452
762	0.0471838904
763	0.04716782878
764	0.04715124392
765	0.04712343137
766	0.04702569192
767	0.04700239196
768	0.04694600785
769	0.04688639337
770	0.04684335076
771	0.04683749906
772	0.04674674004
773	0.04670090828
774	0.04663915884
775	0.04655601104
776	0.0465029673
777	0.0464568589
778	0.04641886197
779	0.04637892222
780	0.04633130669
781	0.04621574871
782	0.04614730718
783	0.04611261609
784	0.04606763628
785	0.04596636057
786	0.04592750619
787	0.04590255485
788	0.04581805335
789	0.04576609561
790	0.04575575341
791	0.04565734475
792	0.04561421121
793	0.04555755189
794	0.04549037269
795	0.04547663466
796	0.04541163523
797	0.04538108883
798	0.04535189494
799	0.0453208671
800	0.0452305808
801	0.04517930758
802	0.04515770723
803	0.04512663459
804	0.04512357314
805	0.0450880527
806	0.04500333863
807	0.04491961137
808	0.04489206827
809	0.04485068123
810	0.04482275888
811	0.04475734165
812	0.0447426933
813	0.04470510313
814	0.04464954355
815	0.04460972949
816	0.04456797967
817	0.0445229574
818	0.04447383426
819	0.04443928909
820	0.04439938273
821	0.04434574067
822	0.04427632475
823	0.04424896829
824	0.04421159159
825	0.0441168373
826	0.04408494243
827	0.04401260578
828	0.04394484311
829	0.04387903754
830	0.04385051992
831	0.04378187777
832	0.0437041553
833	0.04369881886
834	0.04361890947
835	0.04356633963
836	0.04353819486
837	0.04351846279
838	0.04349519594
839	0.0434525349
840	0.04342550379
841	0.0433499169
842	0.04328791748
843	0.0432296859
844	0.0431849202
845	0.04313882153
846	0.0431173292
847	0.04304699613
848	0.04299909499
849	0.04298747423
850	0.04293171927
851	0.04291250792
852	0.04285163918
853	0.04278213934
854	0.04276085185
855	0.0427177701
856	0.04267342968
857	0.04265545914
858	0.04261072055
859	0.04258833672
860	0.04250566972
861	0.04246975039
862	0.04238451891
863	0.04232381265
864	0.04227304141
865	0.04218509416
866	0.04213082576
867	0.04212816494
868	0.04205677102
869	0.04203692962
870	0.04200655504
871	0.04194199488
872	0.04187371638
873	0.04184612625
874	0.04180090681
875	0.04177362558
876	0.04172220213
877	0.04163582496
878	0.04157561047
879	0.04153357379
880	0.04151093335
881	0.04143901234
882	0.04142283407
883	0.04137423608
884	0.04134301819
885	0.04127611895
886	0.0412146188
887	0.04113475857
888	0.04110395711
889	0.04106954814
890	0.04102268442
891	0.04094478232
892	0.04089314244
893	0.04084695935
894	0.04082883771
895	0.04078490256
896	0.0407509335
897	0.04074608551
898	0.04067970014
899	0.04065500429
900	0.04060217508
901	0.04058245732
902	0.04053409392
903	0.04048896852
904	0.04045773653
905	0.04041641754
906	0.04036976254
907	0.04033575891
908	0.04028554257
909	0.04025126628
910	0.04020782023
911	0.04014129017
912	0.04009492913
913	0.04006304648
914	0.04003429727
915	0.04001717802
916	0.03995630582
917	0.03992778977
918	0.03988125778
919	0.03982018685
920	0.03974735684
921	0.03968306585
922	0.03963076663
923	0.03958167407
924	0.03951909342
925	0.03949969623
926	0.0394670866
927	0.03942143283
928	0.0393928024
929	0.03937889881
930	0.0393703351
931	0.0393502653
932	0.03930645966
933	0.03925162546
934	0.03922584087
935	0.03919189671
936	0.0391640378
937	0.03912084699
938	0.03911642925
939	0.0390638641
940	0.03904667275
941	0.03900960414
942	0.03894019847
943	0.03892343897
944	0.0388936615
945	0.03884274217
946	0.03882230355
947	0.03881971969
948	0.03880343342
949	0.03878889762
950	0.03873808894
951	0.0387004102
952	0.03867501887
953	0.03861400461
954	0.03860811083
955	0.03859303661
956	0.03855709656
957	0.03854528242
958	0.03851777964
959	0.03849347158
960	0.03848161238
961	0.03844424763
962	0.03839616549
963	0.03838473003
964	0.03834948737
965	0.03826597124
966	0.03823974315
967	0.03818751039
968	0.0381316186
969	0.03808342696
970	0.038057388
971	0.03804433087
972	0.03799513723
973	0.03797688249
974	0.03793118989
975	0.03788055249
976	0.03784576857
977	0.03780296681
978	0.03779565471
979	0.03774806896
980	0.03771449655
981	0.03767186865
982	0.03766005913
983	0.03761152172
984	0.03756774498
985	0.03755690912
986	0.03752499057
987	0.03748517262
988	0.03747853238
989	0.03743074315
990	0.03741242674
991	0.03739126732
992	0.0373437403
993	0.03729439122
994	0.03724334492
995	0.03722485807
996	0.0371938282
997	0.03715824967
998	0.03715055594
999	0.03709654326
