Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Industry Value Added %,Region,Income Group,gdp_ppp_2017_log,gdp_ppp_2017_squared,gdp_ppp_2017_cubic,gdp_ppp_2017_growth,gdp_ppp_2017_ma_3,gdp_ppp_2017_rel_change_3,gdp_ppp_2017_trend_strength_3,gdp_ppp_2017_ma_5,gdp_ppp_2017_rel_change_5,gdp_ppp_2017_trend_strength_5,gdp_ppp_2017_ma_7,gdp_ppp_2017_rel_change_7,gdp_ppp_2017_trend_strength_7,gdp_ppp_2017_trend,gdp_ppp_2017_trend_deviation,gdp_ppp_per_capita_2017_log,gdp_ppp_per_capita_2017_squared,gdp_ppp_per_capita_2017_cubic,gdp_ppp_per_capita_2017_growth,gdp_ppp_per_capita_2017_ma_3,gdp_ppp_per_capita_2017_rel_change_3,gdp_ppp_per_capita_2017_trend_strength_3,gdp_ppp_per_capita_2017_ma_5,gdp_ppp_per_capita_2017_rel_change_5,gdp_ppp_per_capita_2017_trend_strength_5,gdp_ppp_per_capita_2017_ma_7,gdp_ppp_per_capita_2017_rel_change_7,gdp_ppp_per_capita_2017_trend_strength_7,gdp_ppp_per_capita_2017_trend,gdp_ppp_per_capita_2017_trend_deviation,population_log,population_squared,population_cubic,population_growth,population_ma_3,population_rel_change_3,population_trend_strength_3,population_ma_5,population_rel_change_5,population_trend_strength_5,population_ma_7,population_rel_change_7,population_trend_strength_7,population_trend,population_trend_deviation,income_group_ordinal,industry_value_added_pct_log,industry_value_added_pct_ma7,industry_gdp_interaction,industry_population_interaction,industry_region_relative,industry_growth,industry_trend,IW,IW_log
2004.0,Spain,42921895.0,1598790138533.64,37248.82,26.99395069097561,Europe & Central Asia,High income,28.100268295722675,789.6250782915969,22188.676553024896,0.0312273351662575,1551549877892.6165,-0.0295475056434553,0.029488652660419,1506023783643.758,-0.0580228465600646,0.0356295715651142,1450284923316.7527,-0.0928859965030128,0.03788783243692,1450284923316.7527,0.1023972688602876,10.525402391581263,110.7840955047046,1166.047183774385,0.0135862962056929,36778.33,-0.0126310041499302,0.0126188463220091,36193.12,-0.028341837405856,0.0230456283677884,35144.79142857143,-0.056485777842857,0.0275156898440007,35144.79142857143,0.0598674365646703,17.57489264996077,308.8768516576451,5428.47750994097,0.0174043846249298,42180366.0,-0.017276240948821,0.016642479371371,41591874.8,-0.030986986944542,0.0123404063376049,41224251.14285714,-0.0395519316456753,0.0100260880048506,41224251.14285714,0.041180708201585,4.0,3.3319884400828714,27.68971375737633,758.5372567779231,474.4157855922307,0.4941863787200979,-0.0155811444538079,27.68971375737633,100329451.0,18.423969848911398
2006.0,Spain,44397319.0,1725168159302.34,38857.49,26.93253691138777,Europe & Central Asia,High income,28.17634564531476,793.9064539242479,22369.382655815763,0.0410268574072734,1660379199426.8967,-0.037555156305252,0.0363669515302831,1607399418684.98,-0.0682650789619174,0.0333928228174487,1558923768280.8342,-0.0963641660814881,0.0366145816515905,1558923768280.8342,0.1066404877544708,10.567681864739509,111.6758999943443,1180.1553830986952,0.0235777908784529,38022.91,-0.0214779698843131,0.0188276661548505,37430.98,-0.0367113264392527,0.0162002457712189,36826.50142857143,-0.0522676212855892,0.0225513002125503,36826.50142857143,0.0551501905595857,17.608689665220332,310.0659517260373,5459.85511969498,0.0170471985358218,43657456.333333336,-0.0166645798289456,0.0171608244142451,42918314.4,-0.0333129259449203,0.0168064281558597,42287121.14285714,-0.0475298487537695,0.0137344252935529,42287121.14285714,0.0499016674607393,4.0,3.329792206887969,27.45528306995508,758.8604691204598,474.246684369719,0.4327725991322602,-0.0087009627774294,27.45528306995508,96819859.0,18.388362696492543
2008.0,Spain,45954106.0,1803211005178.5,39239.39,26.29042099390649,Europe & Central Asia,High income,28.220590083351887,796.4017046525788,22474.926048683104,0.0088706704557655,1771911707985.2302,-0.0173575344778751,0.0282475981486323,1714340912586.808,-0.0492843557057232,0.0303929489334471,1661080579725.4644,-0.0788207398051933,0.0299162159882957,1661080579725.4644,0.0855650395217589,10.57746185246783,111.88269924041217,1183.434983166591,-0.0070964356130995,39205.57333333333,-0.0008618040868288,0.0109762140626912,38565.592,-0.017171469790942,0.0130812485781879,37987.73285714286,-0.0318979765704089,0.0128186548007243,37987.73285714286,0.0329489824403087,17.643153782532448,311.28087539408904,5491.976354139233,0.0160812383753943,45192742.66666666,-0.0165679065399148,0.0172643908383571,44430655.6,-0.0331515621259175,0.0172467415924653,43681783.0,-0.0494476598021512,0.0169744723119529,43681783.0,0.0520199232709891,4.0,3.3065357612742687,26.979495425213653,741.9311939877838,463.8459406030118,-0.2093433183490205,-0.0005028841606332,26.979495425213653,87909372.0,18.291816989507534
2010.0,Spain,46576897.0,1738181475619.55,37318.53,23.15977585719892,Europe & Central Asia,High income,28.183860553673185,794.3299957088954,22387.285832659327,0.0016291951775819,1758915575216.83,0.0119286161359473,-0.0092330475650921,1757854168885.536,0.0113179742978066,0.0093017542580928,1720748611915.1472,-0.0100293691705517,0.0158386237434251,1720748611915.1472,0.0101309764736642,10.527272061098484,110.82345704838474,1166.6686830998085,-0.0029719658977331,37995.89666666667,0.0181509471746788,-0.0189459415263062,38473.004,0.0309356772627431,-0.0033360636045247,38225.18,0.0242949012193138,0.0021310281975106,38225.18,-0.0237186587479771,17.65661522509772,311.75606120715264,5504.556816826708,0.0046146981255246,46297983.0,-0.0059882477787217,0.0098157347705574,45703614.2,-0.0187492696218041,0.0129601750760321,45013303.0,-0.0335701624777623,0.0141268018777069,45013303.0,0.0347362645216237,4.0,3.184689095589759,25.9641350623948,652.7318932136212,408.92325101006907,-3.3399884550565915,-0.0698765483498142,25.9641350623948,96611412.0,18.38620743920187
2012.0,Spain,46773055.0,1673013403698.23,35768.74,21.0345416175284,Europe & Central Asia,High income,28.14564754967593,792.177475990579,22296.348036022708,-0.0295892213230047,1711740289869.7869,0.0231479832056038,-0.0119942474228076,1734757223928.06,0.0369057534705603,-0.0130110243033275,1740901462631.0703,0.0405783114365805,0.0013010257838452,1740901462631.0703,-0.0389959227389236,10.484857563565756,109.93223812826209,1152.6238584188206,-0.0302190800611225,36656.863333333335,0.0248295951530117,-0.0148795654851197,37327.95,0.0435914152972678,-0.0197021022806506,37859.58285714285,0.0584544732954768,-0.0082095496453813,37859.58285714285,-0.0552262518325232,17.660817868598013,311.90448778779086,5508.488351218528,0.0006494704402699,46697549.66666666,-0.0016142912480986,0.0029360076069635,46481940.2,-0.0062239851555558,0.0066976908068285,46004831.85714286,-0.0164244807797382,0.009782890538774,46004831.85714286,0.0166987490627653,4.0,3.092611295605527,24.385963404722222,592.0307947359447,371.48720845661416,-5.46522269472711,-0.0473978528471989,24.385963404722222,93976467.0,18.35855496846835
2014.0,Spain,46480882.0,1672559113626.25,35983.81,20.06356720071896,Europe & Central Asia,High income,28.14537597279489,792.1621886499802,22295.70263098577,0.0139577536727959,1665035941157.6433,-0.0044980009419791,-0.0101983780531217,1691463057876.812,0.0113024072491982,-0.0073702250471177,1713697219916.4285,0.0245959057321374,-0.0094789781113553,1713697219916.4285,-0.0240054694680456,10.490852183950198,110.05797954549264,1154.6019950759776,0.0169936971720223,35711.69333333333,-0.0075621971844189,-0.0083261296220035,36267.386,0.0078806552168877,-0.0079108060935023,36858.01285714286,0.0242943384022664,-0.013519925585982,36858.01285714286,-0.0237181223125392,17.654551667745725,311.6831945891034,5502.62706284137,-0.0029850464537303,46624660.66666666,0.0030932861099035,-0.0018682949368034,46638715.2,0.0033956584558787,0.0005059988251026,46501518.28571428,0.0004439736258508,0.0038675518007811,46501518.28571428,-0.0004437766007443,4.0,3.0475448751123797,22.54201520404285,564.6966422196712,354.21328378438136,-6.436197111536551,-0.0099390069750421,22.54201520404285,97493753.0,18.395298872377587
2016.0,Spain,46484062.0,1789519475668.72,38497.48,19.99255217960912,Europe & Central Asia,High income,28.21296825039571,795.9715774978364,22456.72084416385,0.0303777414172468,1732946400073.7698,-0.0316135568034595,0.027671117015755,1704277582013.598,-0.0476339569443737,0.0077453054742384,1711942196568.4458,-0.0433508995878821,0.0045404709325738,1711942196568.4458,0.0453153612638185,10.55837403897702,111.4792623469439,1177.0397494482809,0.0295078951041958,37291.78333333333,-0.0313188464976582,0.0286404794392076,36605.324,-0.0491501261900779,0.0088977350287846,36746.92428571428,-0.0454719559380437,0.0041681247354197,36746.92428571428,0.0476381560719155,17.654620080629034,311.6856101913499,5502.691032527319,0.0008446580235235,46469925.333333336,-0.0003041185743763,-0.0009744688837156,46560575.2,0.0016460093354149,-0.0011097284956673,46588924.28571428,0.0022558761261932,0.0003715199293312,46588924.28571428,-0.0022507986033589,4.0,3.044167716703509,20.952881375094943,564.0492398876917,352.9609131731509,-6.507212132646391,-0.0040381048916345,20.952881375094943,99586902.0,18.416541217924536
2018.0,Spain,46797754.0,1884868840138.08,40276.91,19.86594775634024,Europe & Central Asia,High income,28.26487935357959,798.9034048724099,22580.908353882613,0.0228446941947617,1839053203091.5728,-0.0243070690495104,0.027585548866549,1785295866765.4622,-0.0528275343367252,0.027077388805746,1749861149096.2844,-0.0716271011365997,0.0133057896836847,1749861149096.2844,0.0771533736328281,10.60355845869388,112.4354519869385,1192.2158879731712,0.018374627277391,39441.52666666667,-0.0207409985853763,0.0249723388587472,38340.490000000005,-0.0480776703078761,0.0262000458545501,37550.53142857143,-0.0676908574026303,0.0130794276561874,37550.53142857143,0.0726055921902115,17.661345789651804,311.9231351016515,5508.982348822544,0.0043894354107536,46625017.333333336,-0.003691131558721,0.002529505534355,46560153.2,-0.0050771838323693,0.0007639354511621,46599123.71428572,-0.0042444405711069,0.0001688146227334,46599123.71428572,0.0042625326375695,4.0,3.038118536272885,20.19154922795401,561.508616577472,350.8593727638824,-6.633816555915271,-0.0089643203565445,20.19154922795401,108732236.0,18.50439887666094
2020.0,Spain,47365655.0,1707599054603.7,36051.42,20.13672800064343,Europe & Central Asia,High income,28.16610943819028,793.3297208841116,22345.011738990837,-0.1116729785969835,1838243965339.24,0.0765079544775575,-0.0239246960014206,1829404533030.872,0.0713314276549774,-0.0031779610804224,1793763198529.5642,0.0504592361383458,0.0046457396351848,1793763198529.5642,-0.0480354062322703,10.492729269447564,110.0973675219216,1155.2218706863923,-0.1160019655614796,39036.85666666667,0.0828105152769758,-0.0290091132245645,39031.648,0.082666036455707,-0.0068327429373343,38362.30142857142,0.0640995952051659,0.0024970953892753,38362.30142857142,-0.0602383418751391,17.673407967085023,312.3493491710244,5520.277476153004,0.0048969724876739,47099415.333333336,-0.0056209434170532,0.005496633725557,46875108.8,-0.0103565801000746,0.0039443323144447,46757322.571428575,-0.0128433234708023,0.0022832555632295,46757322.571428575,0.0130104205099021,4.0,3.0510121908205745,20.031381627839533,567.1732845931933,355.88460907759566,-6.363036311612081,0.0047454541991818,20.031381627839533,79333299.0,18.189168522799484
2022.0,Spain,47778340.0,1921788768753.83,40223.01,20.79462141732962,Europe & Central Asia,High income,28.28427751864451,800.0003547516993,22627.432048811123,0.0577064767618065,1815442470024.32,-0.0553371423845241,-8.724981485352945e-05,1850692050297.396,-0.0369950743871483,0.0086127819654491,1840821574374.8027,-0.042131162225248,0.0145683170813439,1840821574374.8027,0.0439842706681261,10.60221935999774,112.40705535751088,1191.7642585117396,0.0496804611985244,38197.90666666667,-0.0503468868524094,-0.0048564105392001,39130.574,-0.0271594791140693,0.0034507120087414,39100.07714285714,-0.0279176734198376,0.0104438785920664,39100.07714285714,0.0287194537504385,17.682082977618272,312.65605842737784,5528.410368567962,0.007646102056205,47519929.66666666,-0.0054085247275927,0.0045343844468985,47298476.0,-0.0100435469294245,0.005036410348824,47081382.571428575,-0.0145873094078075,0.0040626479403536,47081382.571428575,0.0148032489809331,4.0,3.0816632153779704,20.171596847191523,588.1608430628999,367.6922213893804,-5.705142894925892,0.0231527303542733,20.171596847191523,89885621.0,18.314048553391984
