iter	Passed	Remaining
149	580	3287
150	583	3277
151	585	3269
152	588	3258
153	591	3246
154	593	3237
155	596	3226
156	599	3217
157	602	3212
158	605	3203
159	608	3193
160	611	3185
161	613	3175
162	617	3170
163	619	3160
164	622	3148
165	625	3141
166	628	3133
167	631	3128
168	633	3116
169	637	3110
170	639	3102
171	642	3092
172	645	3086
173	648	3080
174	652	3076
175	656	3072
176	659	3066
177	662	3061
178	666	3055
179	669	3047
180	672	3043
181	675	3035
182	678	3031
183	681	3022
184	684	3016
185	687	3007
186	689	2999
187	693	2995
188	696	2987
189	698	2979
190	701	2972
191	704	2963
192	707	2956
193	710	2951
194	713	2946
195	716	2940
196	719	2933
197	722	2924
198	725	2919
199	728	2912
200	731	2909
201	734	2901
202	736	2892
203	740	2888
204	743	2883
205	746	2875
206	748	2868
207	751	2862
208	754	2856
209	756	2847
210	761	2845
211	763	2839
212	766	2832
213	769	2827
214	772	2821
215	775	2815
216	777	2807
217	782	2805
218	784	2797
219	787	2793
220	790	2786
221	792	2778
222	795	2771
223	798	2765
224	800	2758
225	804	2753
226	807	2748
227	810	2745
228	813	2739
229	817	2736
230	820	2730
231	824	2728
232	827	2724
233	831	2722
234	835	2718
235	838	2715
236	843	2714
237	847	2713
238	851	2710
239	854	2705
240	857	2701
241	861	2697
242	865	2696
243	869	2694
244	875	2696
245	880	2697
246	884	2696
247	889	2695
248	893	2696
249	897	2691
250	901	2690
251	905	2687
252	909	2684
253	912	2681
254	915	2675
255	918	2668
256	922	2666
257	925	2661
258	929	2659
259	934	2658
260	937	2653
261	940	2647
262	942	2641
263	945	2635
264	947	2629
265	950	2623
266	953	2617
267	956	2612
268	959	2606
269	962	2601
270	965	2596
271	968	2592
272	971	2586
273	974	2581
274	977	2576
275	980	2572
276	983	2566
277	986	2561
278	988	2555
279	991	2550
280	994	2545
281	997	2540
282	1000	2535
283	1003	2531
284	1007	2526
285	1009	2520
286	1013	2518
287	1016	2513
288	1019	2507
289	1021	2501
290	1024	2496
291	1028	2493
292	1031	2490
293	1034	2485
294	1037	2479
295	1040	2473
296	1043	2470
297	1047	2466
298	1049	2461
299	1054	2459
300	1056	2453
301	1059	2448
302	1061	2442
303	1064	2436
304	1067	2432
305	1071	2429
306	1073	2422
307	1076	2417
308	1078	2412
309	1081	2406
310	1084	2402
311	1087	2396
312	1090	2393
313	1093	2388
314	1097	2385
315	1099	2380
316	1102	2375
317	1105	2370
318	1108	2366
319	1110	2360
320	1113	2354
321	1116	2350
322	1118	2344
323	1121	2340
324	1124	2335
325	1126	2329
326	1129	2324
327	1132	2320
328	1135	2315
329	1138	2310
330	1141	2307
331	1143	2301
332	1146	2296
333	1149	2292
334	1152	2287
335	1154	2282
336	1158	2278
337	1160	2272
338	1162	2266
339	1165	2262
340	1168	2257
341	1170	2252
342	1173	2247
343	1175	2242
344	1178	2238
345	1181	2232
346	1183	2227
347	1186	2223
348	1189	2218
349	1192	2213
350	1194	2208
351	1197	2204
352	1199	2199
353	1202	2193
354	1204	2189
355	1207	2184
356	1210	2180
357	1213	2175
358	1215	2170
359	1218	2165
360	1221	2162
361	1225	2159
362	1228	2155
363	1230	2150
364	1233	2145
365	1236	2142
366	1239	2137
367	1242	2133
368	1245	2128
369	1247	2124
370	1251	2121
371	1253	2116
372	1257	2113
373	1259	2108
374	1262	2103
375	1265	2100
376	1268	2095
377	1271	2092
378	1273	2086
379	1276	2083
380	1279	2079
381	1282	2074
382	1285	2070
383	1287	2065
384	1289	2060
385	1292	2056
386	1295	2052
387	1298	2048
388	1301	2044
389	1304	2039
390	1306	2035
391	1309	2031
392	1312	2027
393	1315	2023
394	1317	2017
395	1320	2013
396	1322	2008
397	1324	2003
398	1327	2000
399	1330	1995
400	1332	1990
401	1335	1987
402	1338	1983
403	1341	1979
404	1344	1974
405	1347	1970
406	1349	1966
407	1352	1963
408	1355	1958
409	1358	1954
410	1360	1949
411	1363	1946
412	1366	1942
413	1369	1938
414	1371	1933
415	1374	1929
416	1377	1925
417	1380	1922
418	1382	1917
419	1385	1913
420	1388	1909
421	1390	1905
422	1393	1900
423	1395	1895
424	1397	1890
425	1400	1886
426	1402	1882
427	1405	1878
428	1408	1874
429	1411	1870
430	1414	1866
431	1416	1862
432	1420	1860
433	1424	1857
434	1426	1853
435	1429	1849
436	1432	1845
437	1435	1841
438	1438	1838
439	1441	1834
440	1444	1831
441	1447	1827
442	1450	1824
443	1453	1820
444	1456	1816
445	1460	1813
446	1462	1809
447	1464	1804
448	1467	1800
449	1470	1797
450	1472	1792
451	1475	1788
452	1477	1784
453	1481	1781
454	1483	1777
455	1486	1773
456	1488	1769
457	1492	1765
458	1495	1762
459	1498	1758
460	1500	1754
461	1503	1751
462	1506	1747
463	1509	1744
464	1512	1740
465	1515	1737
466	1519	1733
467	1521	1729
468	1524	1726
469	1528	1723
470	1531	1719
471	1534	1716
472	1539	1715
473	1542	1712
474	1545	1708
475	1548	1705
476	1551	1701
477	1554	1698
478	1558	1695
479	1562	1692
480	1565	1689
481	1568	1686
482	1572	1682
483	1574	1678
484	1577	1674
485	1579	1670
486	1582	1666
487	1584	1662
488	1588	1660
489	1591	1656
490	1594	1652
491	1596	1648
492	1599	1644
493	1602	1641
494	1605	1638
495	1609	1635
496	1611	1631
497	1614	1627
498	1617	1624
499	1620	1620
500	1623	1617
501	1627	1614
502	1630	1610
503	1632	1606
504	1635	1602
505	1638	1599
506	1641	1596
507	1644	1593
508	1647	1589
509	1651	1586
510	1654	1583
511	1656	1579
512	1659	1575
513	1662	1571
514	1664	1567
515	1668	1565
516	1671	1561
517	1675	1558
518	1678	1555
519	1681	1552
520	1684	1549
521	1687	1545
522	1690	1542
523	1693	1538
524	1696	1535
525	1699	1531
526	1702	1528
527	1705	1524
528	1708	1521
529	1712	1518
530	1715	1515
531	1718	1511
532	1721	1508
533	1724	1504
534	1727	1501
535	1730	1497
536	1733	1494
537	1737	1491
538	1741	1489
539	1743	1485
540	1746	1481
541	1748	1477
542	1751	1474
543	1755	1471
544	1758	1467
545	1760	1463
546	1763	1460
547	1766	1456
548	1769	1453
549	1771	1449
550	1774	1445
551	1777	1442
552	1780	1438
553	1782	1435
554	1785	1431
555	1788	1427
556	1790	1424
557	1793	1420
558	1795	1416
559	1798	1413
560	1801	1409
561	1804	1406
562	1806	1402
563	1809	1399
564	1813	1395
565	1815	1392
566	1819	1389
567	1822	1385
568	1825	1382
569	1827	1378
570	1830	1375
571	1833	1371
572	1836	1368
573	1839	1364
574	1841	1361
575	1843	1357
576	1846	1353
577	1849	1350
578	1852	1346
579	1855	1343
580	1858	1340
581	1860	1336
582	1863	1333
583	1866	1329
584	1868	1325
585	1871	1322
586	1873	1318
587	1876	1314
588	1879	1311
589	1881	1307
590	1884	1304
591	1887	1300
592	1889	1297
593	1892	1293
594	1895	1289
595	1897	1286
596	1900	1282
597	1903	1279
598	1906	1276
599	1909	1272
600	1912	1269
601	1915	1266
602	1917	1262
603	1920	1259
604	1922	1255
605	1925	1251
606	1928	1248
607	1931	1245
608	1933	1241
609	1936	1238
610	1938	1234
611	1941	1230
612	1944	1227
613	1947	1224
614	1950	1221
615	1953	1217
616	1955	1213
617	1958	1210
618	1960	1206
619	1962	1203
620	1965	1199
621	1968	1196
622	1971	1192
623	1973	1189
624	1976	1185
625	1979	1182
626	1983	1179
627	1985	1176
628	1988	1173
629	1992	1169
630	1994	1166
631	1998	1163
632	2000	1160
633	2003	1156
634	2005	1152
635	2009	1149
636	2011	1146
637	2014	1143
638	2018	1140
639	2021	1137
640	2024	1133
641	2027	1130
642	2030	1127
643	2033	1124
644	2036	1120
645	2038	1117
646	2041	1113
647	2044	1110
648	2047	1107
649	2049	1103
650	2052	1100
651	2055	1097
652	2058	1093
653	2061	1090
654	2063	1087
655	2066	1083
656	2069	1080
657	2072	1077
658	2075	1073
659	2078	1070
660	2081	1067
661	2083	1063
662	2086	1060
663	2088	1057
664	2091	1053
665	2094	1050
666	2097	1047
667	2100	1043
668	2103	1040
669	2106	1037
670	2109	1034
671	2111	1030
672	2114	1027
673	2117	1024
674	2119	1020
675	2122	1017
676	2125	1014
677	2129	1011
678	2132	1008
679	2134	1004
680	2138	1001
681	2141	998
682	2143	994
683	2145	991
684	2148	988
685	2151	984
686	2154	981
687	2158	978
688	2160	975
689	2163	971
690	2166	968
691	2169	965
692	2172	962
693	2175	959
694	2177	955
695	2180	952
696	2183	949
697	2186	946
698	2189	942
699	2191	939
700	2195	936
701	2197	932
702	2199	929
703	2202	925
704	2205	922
705	2208	919
706	2211	916
707	2214	913
708	2216	909
709	2220	906
710	2223	903
711	2226	900
712	2229	897
713	2231	893
714	2234	890
715	2237	887
716	2240	884
717	2244	881
718	2247	878
719	2250	875
720	2253	872
721	2257	869
722	2260	865
723	2263	862
724	2266	859
725	2269	856
726	2271	853
727	2274	849
728	2276	846
729	2279	843
730	2282	839
731	2285	836
732	2287	833
733	2290	830
734	2293	826
735	2295	823
736	2298	820
737	2302	817
738	2305	814
739	2308	811
740	2311	807
741	2314	804
742	2317	801
743	2320	798
744	2323	795
745	2326	791
746	2328	788
747	2332	785
748	2334	782
749	2338	779
750	2340	776
751	2343	772
752	2346	769
753	2349	766
754	2351	763
755	2354	760
756	2357	756
757	2360	753
758	2363	750
759	2366	747
760	2369	744
761	2371	740
762	2373	737
763	2376	734
764	2378	730
765	2381	727
766	2384	724
767	2387	721
768	2391	718
769	2393	715
770	2396	711
771	2399	708
772	2403	705
773	2406	702
774	2410	699
775	2412	696
776	2416	693
777	2418	690
778	2420	686
779	2422	683
780	2424	679
781	2426	676
782	2428	673
783	2430	669
784	2432	666
785	2434	662
786	2436	659
787	2439	656
788	2441	652
789	2443	649
790	2446	646
791	2448	643
792	2451	639
793	2453	636
794	2455	633
795	2457	629
796	2459	626
797	2462	623
798	2464	619
799	2466	616
800	2469	613
801	2471	610
802	2473	606
803	2475	603
804	2478	600
805	2480	596
806	2482	593
807	2484	590
808	2486	587
809	2488	583
810	2491	580
811	2493	577
812	2496	574
813	2498	570
814	2500	567
815	2503	564
816	2506	561
817	2508	558
818	2511	555
819	2514	551
820	2516	548
821	2518	545
822	2520	541
823	2522	538
824	2524	535
825	2527	532
826	2528	528
827	2530	525
828	2533	522
829	2535	519
830	2537	516
831	2540	512
832	2542	509
833	2544	506
834	2546	503
835	2548	500
836	2551	496
837	2553	493
838	2555	490
839	2557	487
840	2560	483
841	2562	480
842	2564	477
843	2566	474
844	2568	471
845	2570	467
846	2572	464
847	2574	461
848	2576	458
849	2579	455
850	2581	451
851	2583	448
852	2585	445
853	2587	442
854	2589	439
855	2591	435
856	2593	432
857	2595	429
858	2597	426
859	2599	423
860	2601	420
861	2603	416
862	2606	413
863	2608	410
864	2610	407
865	2612	404
866	2614	401
867	2617	398
868	2619	394
869	2621	391
870	2623	388
871	2625	385
872	2628	382
873	2630	379
874	2632	376
875	2634	372
876	2637	369
877	2638	366
878	2640	363
879	2642	360
880	2644	357
881	2646	354
882	2649	351
883	2651	347
884	2653	344
885	2656	341
886	2658	338
887	2659	335
888	2662	332
889	2664	329
890	2666	326
891	2668	323
892	2670	319
893	2672	316
894	2674	313
895	2677	310
896	2679	307
897	2681	304
898	2683	301
899	2685	298
900	2688	295
901	2690	292
902	2692	289
903	2694	286
904	2696	283
905	2699	280
906	2701	276
907	2704	273
908	2706	270
909	2708	267
910	2710	264
911	2712	261
912	2715	258
913	2717	255
914	2719	252
915	2722	249
916	2724	246
917	2726	243
918	2728	240
919	2730	237
920	2732	234
921	2733	231
922	2736	228
923	2738	225
924	2741	222
925	2743	219
926	2745	216
927	2747	213
928	2749	210
929	2752	207
930	2754	204
931	2756	201
932	2758	198
933	2760	195
934	2763	192
935	2765	189
936	2767	186
937	2769	183
938	2772	180
939	2774	177
940	2776	174
941	2778	171
942	2781	168
943	2782	165
944	2785	162
945	2787	159
946	2789	156
947	2791	153
948	2793	150
949	2795	147
950	2797	144
951	2798	141
952	2800	138
953	2802	135
954	2803	132
955	2805	129
956	2807	126
957	2809	123
958	2811	120
959	2813	117
960	2815	114
961	2816	111
962	2818	108
963	2820	105
964	2822	102
965	2823	99
966	2825	96
967	2827	93
968	2829	90
969	2830	87
970	2832	84
971	2834	81
972	2836	78
973	2838	75
974	2839	72
975	2841	69
976	2843	66
977	2845	64
978	2846	61
979	2848	58
980	2850	55
981	2852	52
982	2853	49
983	2855	46
984	2857	43
985	2858	40
986	2860	37
987	2862	34
988	2863	31
989	2865	28
990	2866	26
991	2868	23
992	2869	20
993	2870	17
994	2872	14
995	2873	11
996	2875	8
997	2876	5
998	2878	2
999	2879	0
