iter	Passed	Remaining
875	1005	142
876	1006	141
877	1007	140
878	1008	138
879	1009	137
880	1010	136
881	1012	135
882	1013	134
883	1014	133
884	1015	131
885	1016	130
886	1017	129
887	1018	128
888	1020	127
889	1021	126
890	1022	125
891	1023	123
892	1024	122
893	1025	121
894	1026	120
895	1027	119
896	1028	118
897	1029	116
898	1030	115
899	1031	114
900	1032	113
901	1033	112
902	1034	111
903	1035	109
904	1036	108
905	1037	107
906	1038	106
907	1039	105
908	1040	104
909	1041	103
910	1042	101
911	1043	100
912	1044	99
913	1045	98
914	1046	97
915	1048	96
916	1049	94
917	1050	93
918	1051	92
919	1052	91
920	1053	90
921	1054	89
922	1055	88
923	1056	86
924	1057	85
925	1058	84
926	1059	83
927	1060	82
928	1061	81
929	1062	79
930	1064	78
931	1065	77
932	1066	76
933	1067	75
934	1068	74
935	1069	73
936	1070	71
937	1071	70
938	1072	69
939	1073	68
940	1074	67
941	1075	66
942	1076	65
943	1077	63
944	1078	62
945	1079	61
946	1080	60
947	1081	59
948	1082	58
949	1083	57
950	1084	55
951	1085	54
952	1086	53
953	1088	52
954	1089	51
955	1090	50
956	1091	49
957	1092	47
958	1093	46
959	1094	45
960	1095	44
961	1097	43
962	1098	42
963	1099	41
964	1100	39
965	1101	38
966	1102	37
967	1103	36
968	1104	35
969	1105	34
970	1106	33
971	1107	31
972	1108	30
973	1109	29
974	1110	28
975	1111	27
976	1112	26
977	1113	25
978	1114	23
979	1115	22
980	1116	21
981	1117	20
982	1118	19
983	1119	18
984	1120	17
985	1121	15
986	1122	14
987	1123	13
988	1124	12
989	1125	11
990	1126	10
991	1127	9
992	1128	7
993	1129	6
994	1130	5
995	1132	4
996	1132	3
997	1134	2
998	1134	1
999	1136	0
